Order_ID,Cust_ID,Prod_ID,Cust_Name,City,Order_Date,Email,Amount,Review,Ratings,Delivery_Date
ORD_1071,CUST_0X129,PROD_0ZM100,Ananya Arora,,2026-01-17,anan.arora168048@yahoo.com,48194.17,Highly recommended,4,2026-01-24
ORD_1072,CUST_0X130,PROD_0ZM101,Arjun Malhotra,chennai,2026-01-12,arju.malho2803049@outlook.com,46197.82,Rude behaviour,2,2026-01-17
ORD_1073,CUST_0X131,PROD_0ZM102,Aditya Sinha,,2025-01-18,adit.sinha5867050@rediffmail.com,51564.6,Great product,5,2025-01-19
ORD_1074,CUST_0X132,PROD_0ZM103,Ananya Jain,Delhi,2025-05-18,anan.jain4405051@gmail.com,22892.39,Very satisfied,5,2025-05-25
ORD_1075,CUST_0X133,PROD_0ZM104,Rajat Gupta,hyderabad,2025-02-18,raja.gupta6115052@outlook.com,71687.2,Great product,5,2025-02-27
ORD_1076,CUST_0X134,PROD_0ZM105,Dev Thakur,pune,2025-03-01,dev.thaku3006053@gmail.com,,Great product,5,2025-03-02
ORD_1077,CUST_0X135,PROD_0ZM106,Shreya Goyal,,2025-02-08,shre.goyal6576054@rediffmail.com,37697.49,Would recommend,4,2025-02-15
ORD_1078,CUST_0X136,PROD_0ZM107,Ananya Kapoor,mumbai,2026-01-30,anan.kapoo7489055@outlook.com,22118.95,Amazing quality,5,2026-02-05
ORD_1079,CUST_0X137,PROD_0ZM108,Tanvi Jain,pune,2025-01-17,tanv.jain6329056@rediffmail.com,6565.42,Very disappointing,1,2025-01-23
ORD_1080,CUST_0X138,PROD_0ZM109,,Pune,2025-01-28,sany.kumar6919057@yahoo.com,49063.19,Product stopped working,2,2025-02-04
ORD_1081,CUST_0X139,PROD_0ZM110,Manish Kumar,kolkata,2025-05-16,mani.kumar1862058@yahoo.com,55777.26,Broken product,1,2025-05-24
ORD_1082,CUST_0X140,PROD_0ZM111,Akash Kulkarni,pune,2024-11-11,akas.kulka970059@yahoo.com,67924.05,Average quality,3,2024-11-13
ORD_1083,CUST_0X141,PROD_0ZM112,Ayesha Shah,Jaipur,2025-10-18,ayes.shah1709060@rediffmail.com,75028.76,Does not seem to last too long,3,2025-10-20
ORD_1084,CUST_0X142,PROD_0ZM113,Manish Kulkarni,hyderabad,2025-08-25,mani.kulka9688061@rediffmail.com,18076.35,Decent product,3,2025-08-26
ORD_1085,CUST_0X143,PROD_0ZM114,Anjali Saxena,jaipur,2024-03-13,anja.saxen9331062@rediffmail.com,8589.83,Highly recommended,5,2024-03-19
ORD_1086,CUST_0X144,PROD_0ZM115,Anjali Jain,jaipur,2025-02-22,anja.jain2979063@rediffmail.com,57995.42,Could be better,3,2025-02-26
ORD_1087,CUST_0X145,PROD_0ZM116,Isha Malhotra,kolkata,2026-06-25,isha.malho5885064@gmail.com,7223.73,Overpriced,3,2026-07-01
ORD_1088,CUST_0X146,PROD_0ZM117,Karan Patel,Hyderabad,2024-02-09,kara.patel2150065@rediffmail.com,74742.01,Great product,4,2024-02-10
ORD_1089,CUST_0X147,PROD_0ZM118,Tanvi Gupta,,2024-05-07,tanv.gupta8007066@gmail.com,70688.88,Broken product,2,2024-05-08
ORD_1090,CUST_0X148,PROD_0ZM119,Arjun Bhatt,Bengaluru,2025-01-29,arju.bhatt6748067@rediffmail.com,4030.67,Would recommend,5,2025-02-03
ORD_1091,CUST_0X149,PROD_0ZM120,Rahul Kumar,lucknow,2025-08-02,rahu.kumar763068@gmail.com,21245.43,Missing parts,1,2025-08-09
ORD_1092,CUST_0X150,PROD_0ZM121,Siddharth Sinha,Mumbai,2024-06-15,sidd.sinha4296069@outlook.com,55953.45,Amazing quality,5,2024-06-18
ORD_1093,CUST_0X151,PROD_0ZM122,Priya Nair,Hyderabad,2024-07-17,priy.nair212070@yahoo.com,9768.13,Very satisfied,5,2024-07-23
ORD_1094,CUST_0X152,PROD_0ZM123,Krishna Jain,Delhi,2026-02-20,kris.jain5552071@gmail.com,60292.18,Late delivery,2,2026-03-08
ORD_1095,CUST_0X153,PROD_0ZM124,Kavya Nair,mumbai,2025-03-22,kavy.nair7101072@yahoo.com,53525.17,Product stopped working,1,2025-03-31
ORD_1096,CUST_0X154,PROD_0ZM125,Sanya Patel,Mumbai,2024-09-18,sany.patel7905073@outlook.com,46315.2,Value for money,5,2024-09-26
ORD_1097,CUST_0X155,PROD_0ZM126,Manish Shah,pune,2026-02-28,mani.shah6315074@yahoo.com,25888.53,Amazing quality,4,2026-03-08
ORD_1098,CUST_0X156,PROD_0ZM127,Aarav Joshi,Kolkata,2026-02-08,aara.joshi9157075@gmail.com,7525.59,Value for money,4,2026-02-13
ORD_1099,CUST_0X157,PROD_0ZM128,Rahul Joshi,mumbai,2026-01-09,rahu.joshi200076@yahoo.com,,Would recommend,5,2026-01-13
ORD_1100,CUST_0X158,PROD_0ZM129,Simran Chauhan,Mumbai,2024-12-22,simr.chauh8293077@rediffmail.com,55658.21,Rude behaviour,1,2024-12-24
ORD_1101,CUST_0X159,PROD_0ZM130,,,2025-06-05,raja.chauh8133078@yahoo.com,5009.3,Average quality,3,2025-06-06
ORD_1102,CUST_0X160,PROD_0ZM131,Aditi Singh,,2025-12-27,adit.singh1236079@rediffmail.com,37558.4,Rude behaviour,1,2026-01-03
ORD_1103,CUST_0X161,PROD_0ZM132,Mohit Saxena,Kolkata,2025-05-15,mohi.saxen5263080@yahoo.com,,Value for money,5,2025-05-21
ORD_1104,CUST_0X162,PROD_0ZM133,Siddharth Mishra,ahmedabad,2025-10-12,sidd.mishr5431081@outlook.com,65156.83,Value for money,4,2025-10-21
ORD_1105,CUST_0X163,PROD_0ZM134,Aarav Kulkarni,Ahmedabad,2025-12-06,aara.kulka834082@yahoo.com,68705.01,Okay for the price,3,2025-12-11
ORD_1106,CUST_0X164,PROD_0ZM135,Manish Patel,Hyderabad,2025-01-12,mani.patel9029083@rediffmail.com,52492.09,Product stopped working,1,2025-01-21
ORD_1107,CUST_0X165,PROD_0ZM136,Aryan Patel,,2025-12-14,arya.patel6617084@yahoo.com,73147.2,Decent product,3,2025-12-18
ORD_1108,CUST_0X166,PROD_0ZM137,Rohan Bhatt,Delhi,2024-02-29,roha.bhatt1301085@rediffmail.com,30968.94,Does not seem to last too long,3,2024-03-08
ORD_1109,CUST_0X167,PROD_0ZM138,Yash Arora,ahmedabad,2025-10-28,yash.arora7287086@rediffmail.com,62445.68,Value for money,4,2025-11-01
ORD_1110,CUST_0X168,PROD_0ZM139,Neha Nair,Delhi,2025-01-29,neha.nair1452087@rediffmail.com,22371.51,Would recommend,4,2025-02-01
ORD_1111,CUST_0X169,PROD_0ZM140,Kabir Kumar,mumbai,2025-03-10,kabi.kumar7334088@outlook.com,76129.27,Amazing quality,5,2025-03-12
ORD_1112,CUST_0X170,PROD_0ZM141,Isha Chauhan,jaipur,2026-01-23,isha.chauh1954089@rediffmail.com,36984.14,Highly recommended,4,2026-01-25
ORD_1113,CUST_0X171,PROD_0ZM142,Siddharth Shah,Lucknow,2024-09-09,sidd.shah301090@gmail.com,19396.88,Missing parts,1,2024-09-17
ORD_1114,CUST_0X172,PROD_0ZM143,Pooja Thakur,Ahmedabad,2024-09-05,pooj.thaku6619091@rediffmail.com,21487.18,Highly recommended,4,2024-09-13
ORD_1115,CUST_0X173,PROD_0ZM144,Aarav Nair,Hyderabad,2025-05-04,aara.nair597092@gmail.com,28286.15,Very satisfied,5,2025-05-06
ORD_1116,CUST_0X174,PROD_0ZM145,Ananya Yadav,jaipur,2024-02-05,anan.yadav1499093@outlook.com,28483.26,Would recommend,4,2024-02-09
ORD_1117,CUST_0X175,PROD_0ZM146,Vivaan Singh,jaipur,2026-04-12,viva.singh8338094@yahoo.com,31874.85,Highly recommended,5,2026-04-19
ORD_1118,CUST_0X176,PROD_0ZM147,,ahmedabad,2025-01-05,isha.goyal7484095@outlook.com,4441.93,Very durable,4,2025-01-10
ORD_1119,CUST_0X177,PROD_0ZM148,Yash Malhotra,Pune,2025-10-08,yash.malho5963096@gmail.com,8005.45,Very durable,4,2025-10-15
ORD_1120,CUST_0X178,PROD_0ZM149,Arjun Malhotra,Chennai,2025-12-24,arju.malho3662097@rediffmail.com,74255.99,Could be better,3,2025-12-28
ORD_1121,CUST_0X179,PROD_0ZM150,Shreya Gupta,Mumbai,2025-11-23,shre.gupta5449098@rediffmail.com,15318.08,Broken product,1,2025-11-26
ORD_1122,CUST_0X180,PROD_0ZM151,Ishaan Kulkarni,pune,2024-01-29,isha.kulka5962099@rediffmail.com,42459.11,Broken product,1,2024-02-06
ORD_1123,CUST_0X181,PROD_0ZM152,Tanvi Arora,Lucknow,2025-12-15,tanv.arora1878100@gmail.com,8912.93,Very disappointing,1,2025-12-16
ORD_1124,CUST_0X182,PROD_0ZM153,,lucknow,2025-11-12,kris.chauh3643101@gmail.com,76725.94,Value for money,4,2025-11-16
ORD_1125,CUST_0X183,PROD_0ZM154,,bengaluru,2025-10-22,simr.chauh5602102@outlook.com,4440.39,Decent product,3,2025-10-23
ORD_1126,CUST_0X184,PROD_0ZM155,Karan Kumar,Jaipur,2024-05-31,kara.kumar4793103@outlook.com,19253.62,Amazing quality,4,2024-06-09
ORD_1127,CUST_0X185,PROD_0ZM156,Sneha Shah,Delhi,2024-09-24,sneh.shah1751104@gmail.com,22181.67,Would recommend,5,2024-10-01
ORD_1128,CUST_0X186,PROD_0ZM157,Siddharth Bansal,Kolkata,2025-09-11,sidd.bansa2699105@rediffmail.com,31552.26,Very disappointing,2,2025-09-15
ORD_1129,CUST_0X187,PROD_0ZM158,Pooja Bhatt,Jaipur,2025-04-11,pooj.bhatt2311106@rediffmail.com,65960.68,Could be better,3,2025-04-16
ORD_1130,CUST_0X188,PROD_0ZM159,Ritika Saxena,Pune,2025-11-28,riti.saxen1762107@outlook.com,16615.29,Very satisfied,5,2025-12-02
ORD_1131,CUST_0X189,PROD_0ZM160,Dev Thakur,hyderabad,2024-05-30,dev.thaku3219108@yahoo.com,58213.96,Wrong product delivered,2,2024-06-04
ORD_1132,CUST_0X190,PROD_0ZM161,Simran Chauhan,Kolkata,2024-09-17,simr.chauh1988109@rediffmail.com,7720.56,Poor quality,1,2024-09-26
ORD_1133,CUST_0X191,PROD_0ZM162,Kabir Desai,pune,2024-09-10,kabi.desai3542110@rediffmail.com,49845.04,Could be better,3,2024-09-15
ORD_1134,CUST_0X192,PROD_0ZM163,Yash Jain,hyderabad,2025-09-08,yash.jain3132111@outlook.com,13784.56,Rude behaviour,2,2025-09-10
ORD_1135,CUST_0X193,PROD_0ZM164,Isha Mishra,Mumbai,2025-08-15,isha.mishr1775112@rediffmail.com,15150.08,Highly recommended,5,2025-08-23
ORD_1136,CUST_0X194,PROD_0ZM165,,Pune,2025-11-09,pooj.mishr771113@gmail.com,76986.99,Highly recommended,5,2025-11-17
ORD_1137,CUST_0X195,PROD_0ZM166,Rahul Malhotra,mumbai,2026-05-11,rahu.malho7391114@rediffmail.com,26857.52,Excellent purchase,4,2026-05-14
ORD_1138,CUST_0X196,PROD_0ZM167,Nikhil Gupta,pune,2024-06-14,nikh.gupta9665115@yahoo.com,70524.35,Amazing quality,5,2024-06-17
ORD_1139,CUST_0X197,PROD_0ZM168,Aditi Sharma,,2024-01-13,adit.sharm8182116@gmail.com,47601.61,Great product,5,2024-01-21
ORD_1140,CUST_0X198,PROD_0ZM169,Anjali Shah,Chennai,2024-04-29,anja.shah8699117@gmail.com,,Poor quality,2,2024-05-03
ORD_1141,CUST_0X199,PROD_0ZM170,Nikhil Reddy,Ahmedabad,2026-02-28,nikh.reddy9074118@rediffmail.com,8929.0,Very satisfied,5,2026-03-01
ORD_1142,CUST_0X200,PROD_0ZM171,Nikhil Sharma,Kolkata,2024-04-04,nikh.sharm9596119@rediffmail.com,66861.65,Amazing quality,4,2024-04-13
ORD_1143,CUST_0X201,PROD_0ZM172,Krishna Desai,chennai,2025-10-21,kris.desai8338120@yahoo.com,60448.4,Highly recommended,5,2025-10-23
ORD_1144,CUST_0X202,PROD_0ZM173,Arjun Malhotra,jaipur,2025-12-29,arju.malho9489121@yahoo.com,24507.26,Would recommend,5,2026-01-04
ORD_1145,CUST_0X203,PROD_0ZM174,Krishna Goyal,Bengaluru,2025-01-28,kris.goyal2113122@gmail.com,39354.82,Average quality,3,2025-02-03
ORD_1146,CUST_0X204,PROD_0ZM175,Aditya Bhatt,chennai,2025-02-11,adit.bhatt6357123@outlook.com,53140.0,Broken product,1,2025-02-16
ORD_1147,CUST_0X205,PROD_0ZM176,Aditi Gupta,hyderabad,2025-12-24,adit.gupta8269124@rediffmail.com,47525.05,Wrong product delivered,2,2025-12-30
ORD_1148,CUST_0X206,PROD_0ZM177,Neha Malhotra,bengaluru,2025-08-23,neha.malho6869125@yahoo.com,56870.54,Does not seem to last too long,3,2025-09-01
ORD_1149,CUST_0X207,PROD_0ZM178,,Lucknow,2024-03-23,raja.joshi4492126@rediffmail.com,9198.33,Very satisfied,5,2024-04-01
ORD_1150,CUST_0X208,PROD_0ZM179,Tanvi Kapoor,Hyderabad,2025-06-14,tanv.kapoo5627127@outlook.com,12002.45,Great product,5,2025-06-21
ORD_1151,CUST_0X209,PROD_0ZM180,Simran Kumar,ahmedabad,2024-07-12,simr.kumar7429128@yahoo.com,52817.48,Rude behaviour,1,2024-07-15
ORD_1152,CUST_0X210,PROD_0ZM181,,delhi,2026-06-16,shre.reddy2273129@rediffmail.com,39927.01,Very durable,4,2026-06-20
ORD_1153,CUST_0X211,PROD_0ZM182,Sneha Malhotra,Jaipur,2025-03-09,sneh.malho9881130@outlook.com,59332.79,Okay for the price,3,2025-03-16
ORD_1154,CUST_0X212,PROD_0ZM183,Sneha Sinha,ahmedabad,2024-06-18,sneh.sinha8985131@outlook.com,32378.46,Wrong product delivered,2,2024-06-20
ORD_1155,CUST_0X213,PROD_0ZM184,Nisha Kapoor,bengaluru,2026-04-29,nish.kapoo9079132@yahoo.com,73667.65,Rude behaviour,1,2026-05-06
ORD_1156,CUST_0X214,PROD_0ZM185,Rohan Singh,,2025-03-13,roha.singh3301133@yahoo.com,8812.95,Could be better,3,2025-03-18
ORD_1157,CUST_0X215,PROD_0ZM186,Priya Khanna,bengaluru,2024-09-15,priy.khann4770134@outlook.com,78989.07,Very satisfied,5,2024-09-24
ORD_1158,CUST_0X216,PROD_0ZM187,Priya Saxena,Kolkata,2025-12-09,priy.saxen2183135@yahoo.com,,Overpriced,3,2025-12-15
ORD_1159,CUST_0X217,PROD_0ZM188,Sanya Bhatt,Ahmedabad,2024-11-05,sany.bhatt8265136@outlook.com,31403.89,Very durable,4,2024-11-12
ORD_1160,CUST_0X218,PROD_0ZM189,Arjun Joshi,pune,2025-05-27,arju.joshi1900137@outlook.com,24884.0,Amazing quality,4,2025-05-28
ORD_1161,CUST_0X219,PROD_0ZM190,Rohan Verma,kolkata,2025-06-29,roha.verma9222138@rediffmail.com,41702.2,Okay for the price,3,2025-07-05
ORD_1162,CUST_0X220,PROD_0ZM191,,Pune,2025-11-05,meer.kulka9558139@rediffmail.com,34790.08,Would recommend,5,2025-11-13
ORD_1163,CUST_0X221,PROD_0ZM192,Aditi Sinha,mumbai,2026-06-26,adit.sinha8757140@outlook.com,23215.0,Very durable,5,2026-06-27
ORD_1164,CUST_0X222,PROD_0ZM193,Rohan Malhotra,ahmedabad,2025-01-26,roha.malho6930141@gmail.com,,Product stopped working,2,2025-01-29
ORD_1165,CUST_0X223,PROD_0ZM194,Kabir Kapoor,chennai,2025-08-23,kabi.kapoo8574142@gmail.com,54537.66,Very satisfied,4,2025-09-01
ORD_1166,CUST_0X224,PROD_0ZM195,Simran Mishra,Ahmedabad,2024-11-11,simr.mishr424143@rediffmail.com,49978.85,Does not seem to last too long,3,2024-11-14
ORD_1167,CUST_0X225,PROD_0ZM196,Karan Saxena,Bengaluru,2026-01-21,kara.saxen2391144@gmail.com,,Does not seem to last too long,3,2026-01-23
ORD_1168,CUST_0X226,PROD_0ZM197,Aryan Bansal,Kolkata,2025-02-25,arya.bansa937145@yahoo.com,1444.27,Broken product,1,2025-02-26
ORD_1169,CUST_0X227,PROD_0ZM198,Sanya Malhotra,bengaluru,2026-02-09,sany.malho4384146@yahoo.com,22784.78,Value for money,4,2026-02-11
ORD_1170,CUST_0X228,PROD_0ZM199,Krishna Mishra,Kolkata,2026-06-16,kris.mishr4705147@outlook.com,39171.64,Great product,4,2026-06-17
ORD_1171,CUST_0X229,PROD_0ZM200,Ayesha Singh,delhi,2026-01-15,ayes.singh2409148@gmail.com,28309.99,Very disappointing,1,2026-01-16
ORD_1172,CUST_0X230,PROD_0ZM201,Arjun Iyer,delhi,2026-06-09,arju.iyer4845149@yahoo.com,20264.39,Decent product,3,2026-06-15
ORD_1173,CUST_0X231,PROD_0ZM202,Simran Arora,hyderabad,2024-04-01,simr.arora8876150@gmail.com,62864.01,Amazing quality,5,2024-04-10
ORD_1174,CUST_0X232,PROD_0ZM203,Aarav Gupta,Kolkata,2024-04-21,aara.gupta5886151@rediffmail.com,76304.08,Late delivery,2,2024-05-05
ORD_1175,CUST_0X233,PROD_0ZM204,,kolkata,2025-10-13,akas.mehta1689152@yahoo.com,79673.96,Late delivery,2,2025-10-26
ORD_1176,CUST_0X234,PROD_0ZM205,Nisha Yadav,bengaluru,2025-08-09,nish.yadav9205153@rediffmail.com,46900.94,Excellent purchase,4,2025-08-11
ORD_1177,CUST_0X235,PROD_0ZM206,Sneha Kapoor,kolkata,2026-03-06,sneh.kapoo3902154@outlook.com,17664.85,Amazing quality,5,2026-03-14
ORD_1178,CUST_0X236,PROD_0ZM207,,Jaipur,2026-03-27,meer.goyal779155@rediffmail.com,34923.72,Wrong product delivered,2,2026-04-03
ORD_1179,CUST_0X237,PROD_0ZM208,Arjun Mehta,Bengaluru,2024-12-18,arju.mehta6359156@rediffmail.com,32049.27,Excellent purchase,4,2024-12-20
ORD_1180,CUST_0X238,PROD_0ZM209,Kavya Sharma,,2026-04-13,kavy.sharm5132157@gmail.com,73631.49,Amazing quality,5,2026-04-18
ORD_1181,CUST_0X239,PROD_0ZM210,Kavya Bansal,Chennai,2024-05-26,kavy.bansa222158@outlook.com,45199.83,Late delivery,2,2024-06-15
ORD_1182,CUST_0X240,PROD_0ZM211,Sanya Agarwal,Mumbai,2024-10-02,sany.agarw3337159@rediffmail.com,64389.54,Very durable,4,2024-10-05
ORD_1183,CUST_0X241,PROD_0ZM212,Priya Desai,mumbai,2026-02-05,priy.desai3705160@outlook.com,61459.3,Could be better,3,2026-02-10
ORD_1184,CUST_0X242,PROD_0ZM213,Ayesha Joshi,Pune,2024-08-02,ayes.joshi9650161@yahoo.com,33421.72,Highly recommended,4,2024-08-06
ORD_1185,CUST_0X243,PROD_0ZM214,Tanvi Kumar,Chennai,2026-02-05,tanv.kumar3180162@outlook.com,24538.69,Amazing quality,4,2026-02-10
ORD_1186,CUST_0X244,PROD_0ZM215,Kabir Agarwal,Pune,2025-02-11,kabi.agarw7363163@yahoo.com,43757.29,Very satisfied,4,2025-02-18
ORD_1187,CUST_0X245,PROD_0ZM216,Dev Verma,Jaipur,2025-12-16,dev.verma1230164@yahoo.com,7864.18,Very disappointing,1,2025-12-25
ORD_1188,CUST_0X246,PROD_0ZM217,Anjali Kulkarni,kolkata,2024-11-11,anja.kulka2857165@gmail.com,55591.84,Very satisfied,5,2024-11-20
ORD_1189,CUST_0X247,PROD_0ZM218,Simran Verma,ahmedabad,2024-01-07,simr.verma6190166@gmail.com,57065.36,Could be better,3,2024-01-15
ORD_1190,CUST_0X248,PROD_0ZM219,Ananya Verma,,2024-06-21,anan.verma7030167@outlook.com,45660.16,Wrong product delivered,2,2024-06-28
